video_title,cover_link,post_time,post_date,influencer_id,unique_id
#trump #trump2024🇺🇸 #arizonafortrump #101gotyour6 #trumpismypresident ,https://s.500fd.com/tt_video/oAir0zrAjpqiC3iIAoIAUoAqLdAfat21wgmEiB,11/14/24 12:01,11/14/2024,101gotyour6,101gotyour6_00212
#colorfxbyimpress #betterthings #amazingcolor #101gotyour6 #pressonnails ,https://s.500fd.com/tt_video/5b7ea8672a1e49d5b467fd662eefd47f_1731295022,11/11/24 11:16,11/11/2024,101gotyour6,101gotyour6_00286
#christmasnails #pressonnails ,https://s.500fd.com/tt_video/oQRxR4id3gnE29BAiUr17PZnZBRBLIYv1EEGl~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,12/5/24 13:45,12/5/2024,101gotyour6,101gotyour6_00105
#dragonfidget #stockingstuffers #101gotyour6 #christmasgift #christmasgiftideas ,https://s.500fd.com/tt_video/oscBKeDiQIXL8PMIncOIKGfCiQN1qaneAAaLaj,11/26/24 11:01,11/26/2024,101gotyour6,101gotyour6_00060
#vibrationplate #101gotyour6 #tiktokshop ,https://s.500fd.com/tt_video/oUABA5s2oIzIfA3Z9dBwMEpApuEIiliw3RaCVQ,1/2/25 12:18,1/2/2025,101gotyour6,101gotyour6_00311
#3dprinting #groot #gecko #geckosoftiktok #fidgettoys #101gotyour6 ,https://s.500fd.com/tt_video/oQI3RzapfAA0BQBdCYyFEQIAZiIvqoV5CqiEiy,11/26/24 11:50,11/26/2024,101gotyour6,101gotyour6_00176
Must have for content creation is a selfie 🤳 light! It changes the game! #mamen #selfie #selfielight #contentcreator #codeorange #tiktokshop #tiktokmademebuyit ,https://s.500fd.com/tt_video/ooNVRbdcmESAEADrsC1F6DBEIfDAaIApCgfpEM.jpeg,9/2/24 20:32,9/2/2024,Kc | Digital Creator,Kc | Digital Creator_00004
"This is a #treatyourself  #creativesolution for your #musthaves - being a  #contentcreator ⚡ So many Modes packed in this small #selfielight  for your phone, laptop, live streaming etc! It's been with me for a while now and I can't recommend it enough!#thanksgivingvibes #blackfriday #cybermonday #giftideas #evolutioncreator",https://s.500fd.com/tt_video/ooA8HI6NkQrFuj9gpo18CXv9fMJirbQ2OeGeuA~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,10/1/24 1:28,10/1/2024,Kc | Digital Creator,Kc | Digital Creator_00027
"This is a #treatyourself  #creativesolution for your #musthaves - being a  #contentcreator ⚡ So many Modes packed in this small #selfielight  for your phone, laptop, live streaming etc! It's been with me for a while now and I can't recommend it enough!#thanksgivingvibes #blackfriday #cybermonday #giftideas #evolutioncreator",https://s.500fd.com/tt_video/ooA8HI6NkQrFuj9gpo18CXv9fMJirbQ2OeGeuA~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,10/1/24 1:28,10/1/2024,Kc | Digital Creator,Kc | Digital Creator_00027
"This is a #treatyourself  #creativesolution for your #musthaves - being a  #contentcreator ⚡ So many Modes packed in this small #selfielight  for your phone, laptop, live streaming etc! It's been with me for a while now and I can't recommend it enough!#thanksgivingvibes #blackfriday #cybermonday #giftideas #evolutioncreator",https://s.500fd.com/tt_video/ooA8HI6NkQrFuj9gpo18CXv9fMJirbQ2OeGeuA~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,10/1/24 1:28,10/1/2024,Kc | Digital Creator,Kc | Digital Creator_00027
"🩷🌸Pink microphone alert don't buy this mini Mic... yet 😅, but seriously the crisp audio from this little beauty blew me away. 🔊 Plus it comes with two sets of cute mic covers & works with iOS or USB-C, grab it now with - that 🧡 Orange 🛒 while it's still under $7!#fypage #tiktokmademebuyit #tiktokshop #micdrop #techobsessed #tiktok101 #contentcreator  #lav #microphone ",https://s.500fd.com/tt_video/oUEiGiI1EilVgFk7AhAO64TaDjBbqnAZDsBPA.jpeg,8/20/24 1:52,8/20/2024,Kc | Digital Creator,Kc | Digital Creator_00146
#creatorsearchinsights @Canva  ☃️ Enjoy a Merry and Bright holiday with #bunnylulucharm  and #canva  templates and fonts this holiday season!#ttslevelup #tiktokshopholidayhaul #tiktokshopcybermonday #tiktokblackfriday #family #contentcreator #design #bunny @Kc | Digital Creator ,https://s.500fd.com/tt_video/oMeQPAlERQoAaS3fgBIA4TDnAISFEDtkCgO2TP.image,11/21/24 4:59,11/21/2024,Kc | Digital Creator,Kc | Digital Creator_00294
"#ComproDoPequeno Always freezing, no matter the season? 🥶 This hot pink🩷#sweatshirt is the cozy solution you need! Say goodbye to shivering and hello to #comfyclothes , Fall into perfect warmth🍂 Shop Now before it's gone!  #tiktokshop #fallfashion  #tiktokshopcybermonday #tiktokshopblackfridaysale #falldealsforyou #fashion  @Kc | Digital Creator ",https://s.500fd.com/tt_video/ooiu1A8zhAIGBasAizhhAINBJkMfIN3ACpZwEB.jpeg,10/14/24 5:10,10/14/2024,Kc | Digital Creator,Kc | Digital Creator_00152
@OrcaTshirts I love my hot pink sweatshirt! it truly does keep me warm! I also love that it comes in true plus sizes. thank you for that!# #tiktokcreatorsearchinsightsincentive #evolutioncreator #sweatshirt #pink #fall #fallfashion #flashsale @Kc | Digital Creator ,https://s.500fd.com/tt_video/o0RIg85ETXA5DumueFuVEjEAmDzZfWAJRACWDS.jpeg,9/15/24 21:48,9/15/2024,Kc | Digital Creator,Kc | Digital Creator_00409
"@Snowy Care  #Evolutioncreator  #Tiktokshop has got the Game on Snowy Sticky🍒 inserts! reusable, washable pool proof and a confidence elevation for sure🤩!#freeshipping #flashsale #musthave #snowycampaignincentives #stickyinserts #snowybonuses #snowygiveaway #snowycampaign @Kc | Digital Creator ",https://s.500fd.com/tt_video/oYfLbBgAHAEEABA05wDZkNQe2IAfGLjvyFGIHI.jpeg,9/20/24 23:42,9/20/2024,Kc | Digital Creator,Kc | Digital Creator_00035
Bunny Lulu Silent Night Review @BUNNY LULU 🐇 This was hard to do a silent one because they are so cute!*Free Shipping! My daughter absolutely loves them 💗#bunnylove #bunnytok #TikTokShop #falldealsforyou #blackfriday #cybermonday #christmas #bunnylulu @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/oEhFjOQQBgIEIGGfHAQtZimfeCXAjFIDDNkCqR~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,10/6/24 21:13,10/6/2024,Kc | Digital Creator,Kc | Digital Creator_00364
"I love my Literally Freezing 24/7 Hot Pink Sweatshirt from Orca! Find your perfect color and fit, in the Orange cart link I've provided! It's on sale and free shipping, you can't beat it! #tiktokmademebuyit #tiktokshop #fyp #sale #musthave#fallfashion  #evolutioncreator #pink #cozy @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/ogRHqDmTAkAQRA8micSFEPz4ICvfmA2DegDhEL.jpeg,9/12/24 0:23,9/12/2024,Kc | Digital Creator,Kc | Digital Creator_00408
"meet Lulu! 🐰The cutest Christmas bunny stocking🎄 stuffer you didn't know you needed! This adorable bunny is the perfect holiday gift for kids and adults alike🎁. Whether it's stuffing your stocking or a cute decoration, she is a must-have!#stockingstuffers #bunnylovers #lulu #keychain #purseaccessories #musthaves #tiktokshop #evolutioncreator @Kc | Digital Creator @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/oIfEisMJcBBiDX8EAIwA2AAmusVwpz2ABCIliD.jpeg,9/14/24 21:07,9/14/2024,Kc | Digital Creator,Kc | Digital Creator_00309
"🐰 For your inner child and Cruelty Free, 🆓 shipping and restocked Friends (aka Colors) are hopping in for gift ideas for the young and old!  #tiktokshopcybermonday #giftideas #evolutioncreator #tiktokshopblackfriday #stockingstuffers  #tiktokmademebuyit #TikTokShop #christmas #bunny ",https://s.500fd.com/tt_video/oASCpOFf36TNFHAvI5QajX4DAEeIkaDc6wf9QN~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,10/2/24 19:29,10/2/2024,Kc | Digital Creator,Kc | Digital Creator_00366
@Snowy Creator’s House  #evolutioncreator Tired of the old and ready for the new Wildly Popular Way to support those 🍒❗ #snowybonuses #stickyinserts #snowycampaign #snowycampaignincentives #snowygiveaway #musthave #tiktokshop @Kc | Digital Creator ,https://s.500fd.com/tt_video/o4JoPABeoXDDviRnmx5f9ASEgE2wCSxIAAwCia.jpeg,9/23/24 2:16,9/23/2024,Kc | Digital Creator,Kc | Digital Creator_00147
@Snowy Care -  Evolution Creator introduced me to this company and I couldn't be happier! This is a wonderful product to support your girlies and change that silhouette!#snowycampaignincentives #stickyinserts #snowybonuses #snowygiveaway #snowycampaign #evolutioncreator @Kc | Digital Creator ,https://s.500fd.com/tt_video/ocmJABeEMAiqBpxvCw0tkJzsXDIpdA7RiISBAb.jpeg,9/20/24 19:38,9/20/2024,Kc | Digital Creator,Kc | Digital Creator_00196
"@BunnyLulu USA The perfect stocking stuffer is here! Meet Silky Lulu and Xmas Lulu, your new, adorable,#keychain  buddies!🐇soft, stylish and oh so cute! They're ready to hop🐰 into your holiday gifts! 🎁#tiktokshop #tiktokshopblackfridaysale #tiktokshopcybermonday #tiktokmademebuyit #bunnylulu #toys #pompom #christmas @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/okZeIkA4HDAw7dAfAOFzHjOAAIKATEkEQlfWQE.jpeg,10/11/24 8:55,10/11/2024,Kc | Digital Creator,Kc | Digital Creator_00275
"@westernbronco 🐎🤠 The West Bronco quilted puffer tote is lightweight, stylish and comes with an adjustable crossbody strap. perfect from everything from errands to Coffee Runs- available in so many colors! snag yours before your favorite color sells out. Tap that orange cart to grab it today#bag #pufferbag #purse  #tiktokshopholidayhaul#westbronco  #tiktokshop #tiktoknewyear ",https://s.500fd.com/tt_video/oIqqDf7rIESkIq61ZAOAFE9VECjeAA7xBHuAfW.image,12/9/24 2:51,12/9/2024,Kc | Digital Creator,Kc | Digital Creator_00279
"Replying to @mimosamimosamimosa Bunny LULU Handmade Soft Bunny keychain or purse accessory! She has 7 different friends, so stock up before this deal hops away!#evolutioncreator #Stockingstuffer #bunnylulu #bunny #musthave #sale #tiktokshop #tiktokmademebuyit @Kc | Digital Creator ",https://s.500fd.com/tt_video/o0DD7vDhFAG44XglARTeACLEHtkEISAfgmFoEE.jpeg,9/10/24 23:00,9/10/2024,Kc | Digital Creator,Kc | Digital Creator_00219
@Snowy Creator’s House The secret is out! Get support This holiday season like nothing else!# tick tock second most ir#tiktokshop #evolutioncreator #snowy #snowygiveaway #snowybonuses #snowycampaign #snowycampaignincentives  #tiktokshopbeauty,https://s.500fd.com/tt_video/okAANIAoxxmA05Gtm9iICieERDlBVgsSbEfDXn.jpeg,9/24/24 2:41,9/24/2024,Kc | Digital Creator,Kc | Digital Creator_00084
"@westernbronco 🐎🤠 The West Bronco quilted puffer tote is lightweight, stylish and comes with an adjustable crossbody strap. perfect from everything from errands to Coffee Runs- available in so many colors! snag yours before your favorite color sells out. Tap that orange cart to grab it today#bag #pufferbag #purse  #tiktokshopholidayhaul#westbronco  #tiktokshop #tiktoknewyear ",https://s.500fd.com/tt_video/oIqqDf7rIESkIq61ZAOAFE9VECjeAA7xBHuAfW.image,12/9/24 2:51,12/9/2024,Kc | Digital Creator,Kc | Digital Creator_00279
@Snowy Creator’s House Do yourself a favor & give yourself a treat and your girls🍒 a lift with Snowy! In the #TikTokShop right now w/ 50% off + FREE Shipping! #tiktokmademebuyit #tiktokshopblackfriday #evolutioncreator #giftideas #tiktokshopcybermonday #snowy #snowycampaignincentives #snowycampaign #snowygiveaway #snowybonuses #stickyinserts #selflove #SelfCare @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/oQaz1ZlIvxvviABisBB4Og4V1AkA8DTbEEAzE.jpeg,10/2/24 3:33,10/2/2024,Kc | Digital Creator,Kc | Digital Creator_00103
@Snowy Care #evolutioncreator - introduced me to these and they are a #musthave in #fall #fallfashiontrends  #snowygiveaway #snowybonuses #snowycampaign #snowycampaignincentives #stickyinserts ,https://s.500fd.com/tt_video/o0E7rAxClkA3EiIND1ifHEAI1LJAeGEqjAB6Ie.jpeg,9/19/24 3:53,9/19/2024,Kc | Digital Creator,Kc | Digital Creator_00351
#LaPuraCrema Hottest Christmas ⛄ 🎁 Gift! They fit in a stocking or a box under the tree. This is the perfect gift for kids and adults alike! Get your 🐰Lulu before they're out of stock!#christmasgiftsideas #stockingstuffers #falldealsforyou #evolutioncreator #bunnylulu #giftideas @BUNNY LULU @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/f4ef687e7288470d865a492f9598c757_1727209905~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,9/25/24 4:31,9/25/2024,Kc | Digital Creator,Kc | Digital Creator_00424
Replying to @sarahk.all.day  These are on Sale in the Tik Tok Shop! #fypage #tiktokshop #tiktokmademebuyit #sunglasses #eyeprotection #momtok @Kc | Digital Creator @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/o4gMNuAieQRLIEQHfBOHjeAAQNkyxAAQoA8WjZ.jpeg,9/7/24 21:49,9/7/2024,Kc | Digital Creator,Kc | Digital Creator_00186
@Snowy Creator’s House I haven't had a lift like this since before kids!  This #stickyinserts work so well and lift you about two cup sizes! each purchase comes with a full tutorial to get you set up! #snowystickyinserts #tiktokshop #giftideas #falldealsforyou #snowycampaign#selfcare#selflove  #snowycampaignincentives  #snowygiveaway #snowybonuses@Kc | Digital Creator ,https://s.500fd.com/tt_video/o4A3DAwpAkvEhvCicI4vlb4CBAIZgivLmBbAE.jpeg,9/28/24 3:46,9/28/2024,Kc | Digital Creator,Kc | Digital Creator_00317
@Snowy Creator’s House are you tired of constant adjusting and lack of support? Then you need these sticky inserts to lift your girls!👙 tap the orange cart and grab yours today!#giftideas #evolutioncreator #TikTokShop #SelfCare #selflove #snowy #snowybonuses #stickyinserts #snowygiveaway  #snowycampaignincentives  #Snowycampaign,https://s.500fd.com/tt_video/oM36ERy9gsqRAEzzmAIDWcFcEfD0SEfSCaA5DA.jpeg,9/26/24 1:41,9/26/2024,Kc | Digital Creator,Kc | Digital Creator_00172
This lounge set is under $14 in the #TikTokShop right now! Please Runnnn! Get a great price on a Plus Size set- that really does get you ready to go anywhere and be comfortable at the same time!#twopieceset #fallfashiontrends #evolutioncreator #curvytiktok #loungeset #tiktokmademebuyit #falldealsforyou #plussize ,https://s.500fd.com/tt_video/os55ebqeInctALbnmDIIeAOt2FE5FGG7RQ8eGP~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,9/30/24 4:25,9/30/2024,Kc | Digital Creator,Kc | Digital Creator_00278
It doesn't have to be scary!👻 This sweatshirt is true to size and gives plenty of length in the sleeves and the torso for a great fit! It comes in many different colors. Check out the 🍊🛒 today!#evolutioncreator #fallfashiontrends #musthave #fall #orca #pink #freeshipping #tiktokshop @Kc | Digital Creator ,https://s.500fd.com/tt_video/og31yAAimHDDxKRYCoFEguDXE7ARRfAQIpf9SG.jpeg,9/20/24 2:21,9/20/2024,Kc | Digital Creator,Kc | Digital Creator_00175
@BunnyLulu USA Meet the cutest holiday must-have!🎄🎅 Bunny Lulu's Christmas edition pom pom keychain is perfect for stuffing stockings and spreading cozy vibes all season long! 🐇 grab your favorite personality/color before this deal hops away!#tiktokshopfinds #tiktokshopblackfriday  #tiktokshopholidayhaul #bunnylulu #charm #pompom #bunny #bunnylove #musthaves @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/o4D4AniC5peiE4iRkrIAHUASgLgfJCxiAAIEwB.jpeg,10/30/24 21:05,10/30/2024,Kc | Digital Creator,Kc | Digital Creator_00116
"#LaPuraCrema @BUNNY LULU  Love me some Christmas Bunny Lulu! The care in packaging with the Holiday Tin and stickers. This cute red bunny makes the perfect Stocking Stuffer for you or your kid, LOL🐰Plus Free Shipping❣️ #evolutioncreator #musthave #sale #fyp #tiktokshop #bunnylove  #tiktokmademebuyit @Kc | Digital Creator @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/oYtpIYFbAWSW8nIfDADAQr3qRRmgOCGEAzEifc.jpeg,9/10/24 2:13,9/10/2024,Kc | Digital Creator,Kc | Digital Creator_00003
@Fire Department Coffee 🔥☕  #firedepartmentcoffee There has to be a price glitch! Get this Instant Skull 💀 Crushing Espresso now while it's on sale before the 🔥gets put out🧯 #veteran #veteransday #usa🇺🇸 #firefighter #coffeetok #espresso#tiktokshop #tiktokshopholidayhaul #tiktokshopcybermonday #tiktokshopblackfriday  @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/ocgAxEn6nDAyfSc0ADC5BKiLFA8ISQfRxE0Gc8.image,11/9/24 5:14,11/9/2024,Kc | Digital Creator,Kc | Digital Creator_00012
@Prime Bites | Protein Brownies  😋 Awesome! 12-pack variety each brownie has protein and collagen and not to mention a great go-to snack! On sale now in The #tiktokshop #holidaytiktok #tiktokcybermonday #tiktokblackfriday #stockingstuffers #giftsforher #protein #collagen #snack #tiktokshopblackfriday,https://s.500fd.com/tt_video/o0XoikXBiAAFbgCA4EAB8vZYJBIjPwB76EOc0~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,11/24/24 6:53,11/24/2024,Kc | Digital Creator,Kc | Digital Creator_00353
@Fire Department Coffee 🔥☕🧯 Fire department coffee skull crushing espresso instant hot or cold. ready to go when you are!#giftsforhim #newyearnewaura #tiktokshop #tiktokholidayhaul #warmup #skullcrushingespresso #coffeetok #espresso #veteran #usa🇺🇸 @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/oEQRHSnANc47cL8hDDINLUFCeAACrgfhEoEAN5.image,12/5/24 6:03,12/5/2024,Kc | Digital Creator,Kc | Digital Creator_00055
☠️ Skull Crushing Espresso by Fire 🔥 Department Coffee! ☕ do you have a first responder in your life? This coffee supports our fellow first responders in need! Veteran owned USA 🇺🇸Roasted!#evolutioncreator #TikTokShop #treatyourself #giftideas #firefighter #veteran #usa🇺🇸 #espresso #coffee#tiktokshopcybermonday #tiktokshopblackfriday  #coffeetok @Kc | Digital Creator ,https://s.500fd.com/tt_video/oo9VHx8MkQoajmNIfjgQf9No2CVAeQy5XGJZgA~tplv-tiktokx-cropcenter-q:300:400:q72.jpeg,10/1/24 8:47,10/1/2024,Kc | Digital Creator,Kc | Digital Creator_00080
#creatorsearchinsights Make that second decision in the morning (The first one is not hitting the snooze alarm) to have this Skull Crushing Espresso blend instant! ☕ from @Fire Department Coffee 🔥#valentinesgiftforhim #TikTokShop #tiktokjumpstartsale #loveisintheair #coffeetiktok #espresso #veteran #usa🇺🇸 #fire ,https://s.500fd.com/tt_video/oAAAGeQgQcAefAZ8UeXQkDJ9gHDfPiAoMSPMAK.jpeg,1/29/25 4:21,1/29/2025,Kc | Digital Creator,Kc | Digital Creator_00355
"#creatorsearchinsights @Fire Department Coffee 🔥☕😍  A shout out to Rockford, Illinois! Every purchase helps our wounded or injured #veteran  #firedept #firedepartmentcoffee  #1stresponders #shophalloween #tiktokshop #tiktokshopcybermonday #octoberfinds #coffeetok #coffeebreak @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/o44CECNUXBhgYAA6K3Abv9EAiBxiZIlhk4uAc.image,10/25/24 21:05,10/25/2024,Kc | Digital Creator,Kc | Digital Creator_00392
"@Fire Department Coffee 🔥☕  Happy Veterans Day! 🪖💐 each purchase goes towards wounded and injured 1st Responders! 💀Skull Crushing 🔥Fire Department Coffee Espresso- Instant hot or cold, with an amazing deal & free shipping and gift with purchase! Check it out in the #TikTokshop today!👨‍🚒#veteran #usa🇺🇸 #veteransday  #firstresponders 🧑‍🚒🚒🧯#coffeetok #espresso 🔥#tiktokshopcybermonday #tiktokshopblackfriday #ttstakeover #evolutioncreator #tiktokshopholidayhaul @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/owfIg8MpSAvjMfAgAeDQA7EklHVXQvE6OXvDAC.image,11/6/24 2:37,11/6/2024,Kc | Digital Creator,Kc | Digital Creator_00141
"@Fire Department Coffee 🔥 Looking👀 for a coffee ☕ that hits harder than your alarm clock? 💀 Crushing Espresso - instant espresso coffee( 10. pouches) Have it hot or cold! Limited batch, so grab yours now before it's gone!#evolutioncreator #firedeptcoffee#tiktokshopblackfriday #tiktokshop#coffeetok  #octoberfinds#shophalloween #skull #caffeineaddict #veteran #usa🇺🇸 @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/o8IB0iBmA2EfA6izgzp9AJJSBAECIAuSBVuWiw.jpeg,10/19/24 3:42,10/19/2024,Kc | Digital Creator,Kc | Digital Creator_00230
@Legendairy Milk 💋 She's Electric ⚡ Vintage Cola taste without the jitters! #refocus and #hydrate at the same time! Check out the orange cart!#creatorsearchinsights #tiktokshop #legendairymilk #sheselectric #oasis #energyboost #valentinegiftsideas #nursingmom @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/oEZ1iARSJEYEj0IA549ikg6OBPLQCAiTBzIAL.image,1/24/25 20:47,1/24/2025,Kc | Digital Creator,Kc | Digital Creator_00415
"@Asclepius- Bye-Bye unwanted shine with #asclepius oil, cleansing tea, non-GMO🌱 and vegan💚#teatok #teatime #oilcleansing #newyearnewaura #tiktokholidayhaul #tiktokshop #warmup @Kc | Digital Creator ",https://s.500fd.com/tt_video/oI6TQZOIvCM1iAqixBB8Mg47HAkAQBjBEQA8E.image,12/5/24 1:12,12/5/2024,Kc | Digital Creator,Kc | Digital Creator_00417
@Fire Department Coffee 🔥  Happy Veteran's Day! #firedepartmentcoffee is On Fire 🔥 with a hot 🥵 sale with 🆓 Shipping Right now in the #tiktokshop Veteran Owned #veteran #veteransday #usa_tiktok #firefighter #firefightertiktok #tiktokshopholidayhaul #creatorsearchinsights #espresso #usa🇺🇸 #tiktokshopcybermonday #ttslevelup #tiktokshopblackfriday @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/okEAyzqCrBSAgwIR0yIAAiiBYTB2ZmAHUfSwGJ.image,11/12/24 2:26,11/12/2024,Kc | Digital Creator,Kc | Digital Creator_00290
"@Fire Department Coffee 🔥  Honor,Brew & repeat! ☕🔥🚨 celebrate veterans Day with USA. made, shout out to #Rockford  Illinois Fire Department! #firedepartmentcoffee It takes a 💀Skull crushing Brew for all our 1st responders!#veterans #veteransday #firstresponders #usa🇺🇸 #coffeetok #espresso #caffeineaddict #tiktokshopblackfriday #tiktokshop #tiktokshopholidayhaul  #tiktokshopcybermonday @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/oEEnZzk7irKfAiVA5AJEAwB2CGAkBPB4CIRvIP.image,11/4/24 4:12,11/4/2024,Kc | Digital Creator,Kc | Digital Creator_00072
#creatorsearchinsights  Oil cleansing tea from @Asclepius- Do you have oily skin or does your liver need a little help? #resultsmayvary #oilreducingtea #tea #cleanse #yum #tiktokblackfriday #tiktokcybermonday#teatok  #holidaytiktok #musthaves ,https://s.500fd.com/tt_video/oEM3EBiPADJhhViCBABAIRo2IYzwaBBCATiOfo.jpeg,11/24/24 7:44,11/24/2024,Kc | Digital Creator,Kc | Digital Creator_00068
#creatorsearchinsights  @Legendairy Milk  🩷 💤She's Sleepy by #legendairymilk  🥛 Is #selfcare in a sip. #mocktail your way to sweet😴 dreams! 💋 Cherry 🍒 🍋‍🟩Limeade #evolution #magnesium #ltheanine #tasty #tiktokshop #relaxation @Kc | Digital Creator ,https://s.500fd.com/tt_video/ogCYjLGeEEOe3sCeQgPHk7LICEWLIIPTHQAAap,1/16/25 11:14,1/16/2025,Kc | Digital Creator,Kc | Digital Creator_00393
Veteran Owned-🇺🇲 USA made Fireman Department🧯 Coffee  Skull ☠️ Crushing Blend Espresso You are gonna need a fire 🔥🧯! Support a great cause while enjoying a delicious cup of ☕! On sale with free shipping! #falldealsforyou #tiktokshop #musthaves #veteran #fireman #fire #espresso #coffee #Evolutioncreator #giftideas ,https://s.500fd.com/tt_video/owbIBfF49AYjDNAIAeyEA2EkWHeFETjjN6mVAD.jpeg,9/29/24 3:32,9/29/2024,Kc | Digital Creator,Kc | Digital Creator_00204
"@Legendairy Milk ⚡ 🥤💋 She's Electric -mix it in with a Sparkly H2O - for moms! With green tea extract for hydration, energy and focus!#nursingmom #momsoftiktok #energyboost #oasis #sheselectric #go #creatorsearchinsights#legendairymilk  #tiktokshop @Kc | Digital Creator @Kc | Digital Creator ",https://s.500fd.com/tt_video/oge6ICLrA8kVHVElHAGAQPJLjAPAUEEIAVIfeu.image,1/24/25 4:43,1/24/2025,Kc | Digital Creator,Kc | Digital Creator_00060
"Replying to @firedeptcoffee  @Fire Department Coffee 🔥  It's getting hot in here so take off...👀🔥🎶 I won't say the next line in that song, but this is a 🔥 🚨sale🚨going on right now with #firedeptcoffee #veteran #usa🇺🇸 #caffeineaddict #shophalloween #octoberfinds #skull #tiktokshopblackfriday #tiktokshop #hot @Kc | Digital Creator @Kc | Digital Creator",https://s.500fd.com/tt_video/owcEBf4OEicSIh758AngiCuTEFRfAAIGAD2AIY.jpeg,10/20/24 1:36,10/20/2024,Kc | Digital Creator,Kc | Digital Creator_00372
"@Fire Department Coffee 🔥☕  Don't settle for just strong- experience serious flavor and kick! Whether you're on the go with cold brew or at home, enjoying it 🔥  ✅ out #firedepartmentcoffee  #Skull  Crushing #espresso  instant blend today! fueling your day for a good cause! #Veterans #veteransday #usa🇺🇸 #rockfordillinois #firefightertiktok #firefighter #1stresponders #tiktokshop #tiktokblackfriday #tiktokcybermonday #coffeetok @Kc | Digital Creator ",https://s.500fd.com/tt_video/oE40yvhLKAlAilAADEgAZBWEkPAI4YJBiImZU.image,11/2/24 2:43,11/2/2024,Kc | Digital Creator,Kc | Digital Creator_00236
#creatorsearchinsights Does your skin get a little emotional on you? This might want to be something you check out! Arctic's Beef Tallow Cream with #collagen and #Manukahoney with beeswax-A wild sale right now with 🆓 shipping!#momtok #tiktokfinds #octoberfinds #skincare #skincare101 #arcticbeauty  #tiktokshopblackfriday #tiktokshopcybermonday #tallow @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/oEDcAEsA5IXGIFrEMShfAz1kNRAACRgfanElAD.jpeg,10/24/24 22:48,10/24/2024,Kc | Digital Creator,Kc | Digital Creator_00266
Replying to @onlineincomewithmegan @Zoyava Are you feeling good today? You might need a boost from the inside out#zoyava !#resultsmayvary#goodthing  #ttstakeover#tiktokshopblackfrid#tiktokshopcybermonday#selfcare #momtok #tiktokshop #supplementsforwomen @Kc | Digital Creator @Kc | Digital Creator  ,https://s.500fd.com/tt_video/ocQRrJEBxAsfzPSaEkzWOXgIDfAgFDATSCAn5Q,11/3/24 23:55,11/3/2024,Kc | Digital Creator,Kc | Digital Creator_00032
"@Goli® Nutrition 💙 ✨ Deep discounts with #goli - The more you buy, the more you save, it's like buying three bottles and getting 3 free! Snag this deal with the orange cart 🧡 I left for you before this deal is soooo last year!#resultsmayvary #newyearnewyou #selfcare #newyear #selflove #wellness #endofyeargifts @Kc | Digital Creator ",https://s.500fd.com/tt_video/o8AABC5zJiLAAIGI3AgfBiusBBkdOFEzXz48Ew,12/17/24 7:45,12/17/2024,Kc | Digital Creator,Kc | Digital Creator_00270
@Zoyava Shilajit put it in the 🍊 cart today to kickstart your goalz before 2025!!! #tiktokshop #tiktokshopholidayhaul #tiktokblackfriday #momtok  #tiktokcybermonday #starttoday  #resultsmayvary #goals @Kc | Digital Creator @Kc | Digital Creator ,https://s.500fd.com/tt_video/oYI6XDSDnBg2QhQFEfRnkAI2EDdmfJOgpRQD01,11/3/24 3:40,11/3/2024,Kc | Digital Creator,Kc | Digital Creator_00173
